Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean
2015,,11,March 15,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,12,March 22,Nicky Jam&Enrique Iglesias,"""Lips Are Movin""",[25],Nicky Jam&Enrique Iglesias,
2015,,13,March 29,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,14,April 5,Nicky Jam&Enrique Iglesias,"""Love Me like You Do""",[29],Nicky Jam&Enrique Iglesias,
2015,,15,April 12,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,16,April 19,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,17,April 26,Nicky Jam&Enrique Iglesias,"""Love Me like You Do""",[35],Nicky Jam&Enrique Iglesias,
2015,,18,May 3,Nicky Jam&Enrique Iglesias,"""Love Me like You Do""",[37],Nicky Jam&Enrique Iglesias,
2015,,19,May 10,Nicky Jam&Enrique Iglesias,"""Mi Nuevo Vicio""",[39],Nicky Jam&Enrique Iglesias,
2015,,20,May 17,Nicky Jam&Enrique Iglesias,"""Un Zombie a la Intemperie""",[41],Nicky Jam&Enrique Iglesias,
2015,,21,May 24,Nicky Jam&Enrique Iglesias,"""Lean On""",[43],Nicky Jam&Enrique Iglesias,
2015,,22,May 31,Nicky Jam&Enrique Iglesias,"""Are You with Me""",[45],Nicky Jam&Enrique Iglesias,
2015,,23,June 7,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,24,June 14,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,25,June 21,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,26,June 28,Nicky Jam&Enrique Iglesias,,,Nicky Jam&Enrique Iglesias,
2015,,27,July 5,Nicky Jam&Enrique Iglesias,"""Lean On""",[55],Nicky Jam&Enrique Iglesias,
2015,,28,July 9,Gente de ZonafeaturingMarc Anthony,"""Lean On""",[57],Gente de ZonafeaturingMarc Anthony,
2015,,29,July 16,Gente de ZonafeaturingMarc Anthony,"""Are You with Me""",[59],Gente de ZonafeaturingMarc Anthony,
2015,,30,July 23,Gente de ZonafeaturingMarc Anthony,"""Cuando me siento bien""",[61],Gente de ZonafeaturingMarc Anthony,
2015,,31,July 30,Gente de ZonafeaturingMarc Anthony,"""Are You with Me""",[63],Gente de ZonafeaturingMarc Anthony,
2015,,32,August 6,Gente de ZonafeaturingMarc Anthony,,,Gente de ZonafeaturingMarc Anthony,
2015,,33,August 13,Gente de ZonafeaturingMarc Anthony,"""Pastillas para dormir""",[67],Gente de ZonafeaturingMarc Anthony,
2015,,34,August 20,Gente de ZonafeaturingMarc Anthony,,,Gente de ZonafeaturingMarc Anthony,
2015,,35,August 27,Gente de ZonafeaturingMarc Anthony,,,Gente de ZonafeaturingMarc Anthony,
2015,,36,September 3,Gente de ZonafeaturingMarc Anthony,"""Don't Worry""",[73],Gente de ZonafeaturingMarc Anthony,
2015,,37,September 10,Gente de ZonafeaturingMarc Anthony,,,Gente de ZonafeaturingMarc Anthony,
2015,,38,September 17,Gente de ZonafeaturingMarc Anthony,"""Stole the Show""",[77],Gente de ZonafeaturingMarc Anthony,
2015,,39,September 24,J Balvin,"""Stole the Show""",[79],J Balvin,
2015,,40,October 1,J Balvin,,,J Balvin,
2015,,41,October 8,Cali y El Dandee,"""Stole the Show""",[83],Cali y El Dandee,
2015,,42,October 15,Cali y El Dandee,,,Cali y El Dandee,
2015,,43,October 22,Cali y El Dandee,"""Stole the Show""",[87],Cali y El Dandee,
2015,,44,October 29,Adele,"""Stole the Show""",Álvaro SolerfeaturingJennifer Lopez,Adele,Álvaro SolerfeaturingJennifer Lopez
2015,,45,November 5,Adele,"""Stole the Show""",[91],Adele,
2015,,46,November 12,Adele,"""Ain’t Nobody (Loves Me Better)""",[93],Adele,
2015,,47,November 19,Justin Bieber,"""Ain’t Nobody (Loves Me Better)""",[95],Justin Bieber,
2015,,48,November 26,Justin Bieber,,,Justin Bieber,
2015,,49,December 3,Justin Bieber,"""Hello""",[99],Justin Bieber,
2015,,50,December 10,Justin Bieber,,,Justin Bieber,
2015,,51,December 17,Justin Bieber,,,Justin Bieber,
2015,,52,December 24,Justin Bieber,"""Tu enemigo""",[105],Justin Bieber,
2015,,53,December 31,Justin Bieber,,,Justin Bieber,
2016,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2016,,1,January 7,Justin Bieber,[1],Adele,Justin Bieber,Adele
2016,,2,January 14,Justin Bieber,"""Tu enemigo""",[4],Justin Bieber,
2016,,3,January 21,Justin Bieber,,,Justin Bieber,
2016,,4,January 28,Justin Bieber,,,Justin Bieber,
2016,,5,February 4,Justin Bieber,,,Justin Bieber,
2016,,6,February 11,Justin Bieber,,,Justin Bieber,
2016,,7,February 18,Justin Bieber,,,Justin Bieber,
2016,,8,February 25,Justin Bieber,"""Tu enemigo""",[16],Justin Bieber,
2016,,9,March 3,Justin Bieber,"""Tu enemigo""",[18],Justin Bieber,
2016,,10,March 10,Justin Bieber,"""Faded""",[20],Justin Bieber,
2016,,11,March 17,Alan Walker,"""Faded""",[22],Alan Walker,
2016,,12,March 24,Alan Walker,,,Alan Walker,
2016,,13,March 31,Alan Walker,"""Catch & Release"" (Deepend Remix)",[26],Alan Walker,
2016,,14,April 7,Alan Walker,,,Alan Walker,
2016,,15,April 14,Alan Walker,"""Catch & Release"" (Deepend Remix)",[30],Alan Walker,
2016,,16,April 21,Sia,[31],Matt Simons,Sia,Matt Simons
2016,,17,April 28,Enrique IglesiasfeaturingWisin,[33],Lukas Graham,Enrique IglesiasfeaturingWisin,Lukas Graham
2016,,18,May 5,Enrique IglesiasfeaturingWisin,"""Faded""",[36],Enrique IglesiasfeaturingWisin,
2016,,19,May 12,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,20,May 19,Enrique IglesiasfeaturingWisin,"""Duele el Corazón""",[40],Enrique IglesiasfeaturingWisin,
2016,,21,May 26,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,22,June 2,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,23,June 9,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,24,June 16,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,25,June 23,Enrique IglesiasfeaturingWisin,"""Cómo te atreves""",[50],Enrique IglesiasfeaturingWisin,
2016,,26,June 30,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,27,July 7,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,28,July 14,Enrique IglesiasfeaturingWisin,,,Enrique IglesiasfeaturingWisin,
2016,,29,July 21,Carlos VivesandShakira,"""Cómo te atreves""",Jennifer Lopez,Carlos VivesandShakira,Jennifer Lopez
2016,,30,July 28,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,31,August 4,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,32,August 11,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,33,August 18,Carlos VivesandShakira,"""Can't Stop the Feeling!""",Jennifer Lopez,Carlos VivesandShakira,Jennifer Lopez
2016,,34,August 25,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,35,September 1,Carlos VivesandShakira,"""La Bicicleta""",Jennifer Lopez,Carlos VivesandShakira,Jennifer Lopez
2016,,36,September 8,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,37,September 15,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,38,September 22,Carlos VivesandShakira,"""La Bicicleta""",Jennifer Lopez,Carlos VivesandShakira,Jennifer Lopez
2016,,39,September 29,Carlos VivesandShakira,"""Perfect Strangers""",[78],Carlos VivesandShakira,
2016,,40,October 6,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,41,October 13,Carlos VivesandShakira,,,Carlos VivesandShakira,
2016,,42,October 20,"J BalvinfeaturingPharrell Williams,BIAand Sky","""Perfect Strangers""",DJ SnakefeaturingJustin Bieber,"J BalvinfeaturingPharrell Williams,BIAand Sky",DJ SnakefeaturingJustin Bieber
2016,,43,October 27,"J BalvinfeaturingPharrell Williams,BIAand Sky",,,"J BalvinfeaturingPharrell Williams,BIAand Sky",
2016,,44,November 3,"J BalvinfeaturingPharrell Williams,BIAand Sky","""Perfect Strangers""",DJ SnakefeaturingJustin Bieber,"J BalvinfeaturingPharrell Williams,BIAand Sky",DJ SnakefeaturingJustin Bieber
2016,,45,November 10,ShakirafeaturingMaluma,[89],DJ Snake featuring Justin Bieber,ShakirafeaturingMaluma,DJ Snake featuring Justin Bieber
2016,,46,November 17,Sebastián Yatra,[91],Bruno Mars,Sebastián Yatra,Bruno Mars
2016,,47,November 24,Shakira featuring Maluma,[93],Bruno Mars,Shakira featuring Maluma,Bruno Mars
2016,,48,December 1,Shakira featuring Maluma,"""Let Me Love You""",[96],Shakira featuring Maluma,
2016,,49,December 8,Shakira featuring Maluma,,,Shakira featuring Maluma,
2016,,50,December 15,Shakira featuring Maluma,"""Let Me Love You""",[100],Shakira featuring Maluma,
2016,,51,December 22,Shakira featuring Maluma,"""Let Me Love You""",[102],Shakira featuring Maluma,
2016,,52,December 29,Shakira featuring Maluma,"""Lost on You""",[104],Shakira featuring Maluma,
2017,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2017,,1,January 5,ShakirafeaturingMaluma,[1],DJ SnakefeaturingJustin Bieber,ShakirafeaturingMaluma,DJ SnakefeaturingJustin Bieber
2017,,2,January 12,ShakirafeaturingMaluma,"""Rockabye""",[4],ShakirafeaturingMaluma,
2017,,3,January 19,Luis FonsifeaturingDaddy Yankee,"""Rockabye""",[6],Luis FonsifeaturingDaddy Yankee,
2017,,4,January 26,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,5,February 2,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,6,February 9,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,7,February 16,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[14],Luis FonsifeaturingDaddy Yankee,
2017,,8,February 23,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,9,March 2,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,10,March 9,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[20],Luis FonsifeaturingDaddy Yankee,
2017,,11,March 16,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[22],Luis FonsifeaturingDaddy Yankee,
2017,,12,March 23,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,13,March 30,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[26],Luis FonsifeaturingDaddy Yankee,
2017,,14,April 6,Luis FonsifeaturingDaddy Yankee,"""Shape of You""",[28],Luis FonsifeaturingDaddy Yankee,
2017,,15,April 13,Luis FonsifeaturingDaddy Yankee,"""Súbeme la radio""",[30],Luis FonsifeaturingDaddy Yankee,
2017,,16,April 20,Luis FonsifeaturingDaddy Yankee,"""Chained to the Rhythm""",[32],Luis FonsifeaturingDaddy Yankee,
2017,,17,April 27,Luis FonsifeaturingDaddy Yankee,"""Shape of You""",[34],Luis FonsifeaturingDaddy Yankee,
2017,,18,May 4,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[36],Luis FonsifeaturingDaddy Yankee,
2017,,19,May 11,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,20,May 18,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[40],Luis FonsifeaturingDaddy Yankee,
2017,,21,May 25,Luis FonsifeaturingDaddy Yankee,"""Symphony""",[42],Luis FonsifeaturingDaddy Yankee,
2017,,22,June 1,Luis FonsifeaturingDaddy Yankee,"""Despacito""",[44],Luis FonsifeaturingDaddy Yankee,
2017,,23,June 8,Luis FonsifeaturingDaddy Yankee,"""Symphony""",[46],Luis FonsifeaturingDaddy Yankee,
2017,,24,June 15,Luis FonsifeaturingDaddy Yankee,"""Way Down We Go""",[48],Luis FonsifeaturingDaddy Yankee,
2017,,25,June 22,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,26,June 29,Luis FonsifeaturingDaddy Yankee,"""Attention""",[52],Luis FonsifeaturingDaddy Yankee,
2017,,27,July 6,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,28,July 13,Luis FonsifeaturingDaddy Yankee,,,Luis FonsifeaturingDaddy Yankee,
2017,,29,July 20,J BalvinandWilly William,"""Attention""",Julia Michaels,J BalvinandWilly William,Julia Michaels
2017,,30,July 27,J BalvinandWilly William,"""Attention""",[60],J BalvinandWilly William,
2017,,31,August 3,J BalvinandWilly William,,,J BalvinandWilly William,
2017,,32,August 10,J BalvinandWilly William,"""Attention""",[64],J BalvinandWilly William,
2017,,33,August 17,J BalvinandWilly William,"""Attention""",[66],J BalvinandWilly William,
2017,,34,August 24,J BalvinandWilly William,"""Symphony""",[68],J BalvinandWilly William,
2017,,35,August 31,J BalvinandWilly William,"""OK""",[70],J BalvinandWilly William,
2017,,36,September 7,J BalvinandWilly William,,,J BalvinandWilly William,
2017,,37,September 14,Becky Gfeaturing Bad Bunny,"""OK""",[74],Becky Gfeaturing Bad Bunny,
2017,,38,September 21,Nacho,"""OK""",[76],Nacho,
2017,,39,September 28,Nacho,,,Nacho,
2017,,40,October 5,Nacho,,,Nacho,
2017,,41,October 12,Nacho,,,Nacho,
2017,,42,October 19,Nacho,"""OK""",[84],Nacho,
2017,,43,October 26,Natti NatashafeaturingOzuna,"""OK""",Robin Schulz featuring James Blunt,Natti NatashafeaturingOzuna,Robin Schulz featuring James Blunt
2017,,44,November 2,Natti NatashafeaturingOzuna,"""No Vaya a Ser""",[88],Natti NatashafeaturingOzuna,
2017,,45,November 9,Natti NatashafeaturingOzuna,,,Natti NatashafeaturingOzuna,
2017,,46,November 16,"Bad Bunny,Prince Royceand J Balvinfeaturing Mambo Kingz and DJ Luian","""No Vaya a Ser""",[92],"Bad Bunny,Prince Royceand J Balvinfeaturing Mambo Kingz and DJ Luian",
2017,,47,November 23,"Bad Bunny,Prince Royceand J Balvinfeaturing Mambo Kingz and DJ Luian","""Feel It Still""",[94],"Bad Bunny,Prince Royceand J Balvinfeaturing Mambo Kingz and DJ Luian",
2017,,48,November 30,Luis Fonsi featuringDemi Lovato,"""Feel It Still""",[96],Luis Fonsi featuringDemi Lovato,
2017,,49,December 7,Luis Fonsi featuringDemi Lovato,"""Havana""",[98],Luis Fonsi featuringDemi Lovato,
2017,,50,December 14,Luis Fonsi featuringDemi Lovato,"""Perfect Duet""",[100],Luis Fonsi featuringDemi Lovato,
2017,,51,December 21,Luis Fonsi featuringDemi Lovato,,,Luis Fonsi featuringDemi Lovato,
2017,,52,December 28,Luis Fonsi featuringDemi Lovato,"""Perfect Duet""",[104],Luis Fonsi featuringDemi Lovato,
2018,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2018,,1,January 4,Luis FonsifeaturingDemi Lovato,[1],Camila CabellofeaturingYoung Thug,Luis FonsifeaturingDemi Lovato,Camila CabellofeaturingYoung Thug
2018,,2,January 11,Luis FonsifeaturingDemi Lovato,"""Perfect""",[4],Luis FonsifeaturingDemi Lovato,
2018,,3,January 18,Luis FonsifeaturingDemi Lovato,,,Luis FonsifeaturingDemi Lovato,
2018,,4,January 25,Luis FonsifeaturingDemi Lovato,"""Perfect""",[8],Luis FonsifeaturingDemi Lovato,
2018,,5,February 1,Luis FonsifeaturingDemi Lovato,"""Perfect""",[10],Luis FonsifeaturingDemi Lovato,
2018,,6,February 8,AitanaandAna Guerra,[11],Morat andJuanes,AitanaandAna Guerra,Morat andJuanes
2018,,7,February 15,Daddy Yankee,[13],Luis Fonsi featuring Demi Lovato,Daddy Yankee,Luis Fonsi featuring Demi Lovato
2018,,8,February 22,Bad Bunny,[15],Luis Fonsi featuring Demi Lovato,Bad Bunny,Luis Fonsi featuring Demi Lovato
2018,,9,March 1,Bad Bunny,,,Bad Bunny,
2018,,10,March 8,Bad Bunny,,,Bad Bunny,
2018,,11,March 15,Nicky JamandJ Balvin,[21],Ed Sheeran and Beyoncé,Nicky JamandJ Balvin,Ed Sheeran and Beyoncé
2018,,12,March 22,Nicky JamandJ Balvin,,,Nicky JamandJ Balvin,
2018,,13,March 29,Nicky JamandJ Balvin,"""How Long""",Ed Sheeran and Beyoncé,Nicky JamandJ Balvin,Ed Sheeran and Beyoncé
2018,,14,April 5,Nicky JamandJ Balvin,"""Perfect""",[28],Nicky JamandJ Balvin,
2018,,15,April 12,Aitana and Ana Guerra,"""Perfect""",[30],Aitana and Ana Guerra,
2018,,16,April 19,Aitana and Ana Guerra,,,Aitana and Ana Guerra,
2018,,17,April 26,Aitana and Ana Guerra,"""Perfect""",[34],Aitana and Ana Guerra,
2018,,18,May 3,Aitana and Ana Guerra,"""Perfect""",[36],Aitana and Ana Guerra,
2018,,19,May 10,"Nio Garcia, Darell and Casper Magico",[37],Selena GomezandMarshmello,"Nio Garcia, Darell and Casper Magico",Selena GomezandMarshmello
2018,,20,May 17,"Nio Garcia, Darell and Casper Magico","""La Cintura""",[40],"Nio Garcia, Darell and Casper Magico",
2018,,21,May 24,"Nio Garcia, Darell and Casper Magico",,,"Nio Garcia, Darell and Casper Magico",
2018,,22,May 31,"Nio Garcia, Darell and Casper Magico","""La Cintura""",[44],"Nio Garcia, Darell and Casper Magico",
2018,,23,June 7,Cepeda,[45],Selena Gomez and Marshmello,Cepeda,Selena Gomez and Marshmello
2018,,24,June 14,Becky GandNatti Natasha,[47],Álvaro Soler,Becky GandNatti Natasha,Álvaro Soler
2018,,25,June 21,Becky GandNatti Natasha,,,Becky GandNatti Natasha,
2018,,26,June 28,Becky GandNatti Natasha,,,Becky GandNatti Natasha,
2018,,27,July 5,Becky GandNatti Natasha,,,Becky GandNatti Natasha,
2018,,28,July 12,Becky GandNatti Natasha,"""One Kiss""",Álvaro Soler,Becky GandNatti Natasha,Álvaro Soler
2018,,29,July 19,Becky GandNatti Natasha,"""La Cintura""",Álvaro Soler,Becky GandNatti Natasha,Álvaro Soler
2018,,30,July 26,Becky GandNatti Natasha,,,Becky GandNatti Natasha,
2018,,31,August 2,Aitana,"""La Cintura""",Álvaro Soler,Aitana,Álvaro Soler
2018,,32,August 9,Aitana,"""La Cintura""",[64],Aitana,
2018,,33,August 16,Aitana,"""One Kiss""",[66],Aitana,
2018,,34,August 23,Aitana,"""La Cintura""",[68],Aitana,
2018,,35,August 30,Aitana,"""One Kiss""",[70],Aitana,
2018,,36,September 6,Aitana,,,Aitana,
2018,,37,September 13,OzunaandManuel Turizo,"""One Kiss""",MelendiwithAlejandro SanzandArkano,OzunaandManuel Turizo,MelendiwithAlejandro SanzandArkano
2018,,38,September 20,OzunaandManuel Turizo,,,OzunaandManuel Turizo,
2018,,39,September 27,OzunaandManuel Turizo,"""One Kiss""",MelendiwithAlejandro SanzandArkano,OzunaandManuel Turizo,MelendiwithAlejandro SanzandArkano
2018,,40,October 4,6ix9inefeaturingAnuel AA,[79],Eleni Foureira,6ix9inefeaturingAnuel AA,Eleni Foureira
2018,,41,October 11,"DJ SnakefeaturingSelena Gomez, Ozuna andCardi B",[81],Blas Cantó,"DJ SnakefeaturingSelena Gomez, Ozuna andCardi B",Blas Cantó
2018,,42,October 18,Bad Bunny featuringDrake,[83],Eleni Foureira,Bad Bunny featuringDrake,Eleni Foureira
2018,,43,October 25,Bad Bunny featuringDrake,"""Girls Like You""",[86],Bad Bunny featuringDrake,
2018,,44,November 1,Bad Bunny featuringDrake,,,Bad Bunny featuringDrake,
2018,,45,November 8,Rosalía,"""Girls Like You""",[90],Rosalía,
2018,,46,November 15,Rosalía,,,Rosalía,
2018,,47,November 22,Paulo Londra,"""Girls Like You""",[94],Paulo Londra,
2018,,48,November 29,Paulo Londra,"""Girls Like You""",[96],Paulo Londra,
2018,,49,December 6,Aitana,"""Girls Like You""",Maroon 5,Aitana,Maroon 5
2018,,50,December 13,Paulo Londra,[99],Beret,Paulo Londra,Beret
2018,,51,December 20,Paulo Londra,"""Girls Like You""",[102],Paulo Londra,
2018,,52,December 27,Paulo Londra,"""Perdón""",[104],Paulo Londra,
2019,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2019,,1,January 3,Paulo Londra,[1],Maroon 5,Paulo Londra,Maroon 5
2019,,2,January 10,Paulo Londra,,,Paulo Londra,
2019,,3,January 17,Paulo Londra,"""Lo siento""",Maroon 5,Paulo Londra,Maroon 5
2019,,4,January 24,Anuel AAandKarol G,"""Lo siento""",[8],Anuel AAandKarol G,
2019,,5,January 31,Anuel AAandKarol G,"""Love Someone""",[10],Anuel AAandKarol G,
2019,,6,February 7,Anuel AAandKarol G,,,Anuel AAandKarol G,
2019,,7,February 14,Daddy YankeefeaturingSnow,"""Love Someone""",[14],Daddy YankeefeaturingSnow,
2019,,8,February 21,Daddy YankeefeaturingSnow,"""Love Someone""",[16],Daddy YankeefeaturingSnow,
2019,,9,February 28,Daddy YankeefeaturingSnow,"""Love Someone""",[18],Daddy YankeefeaturingSnow,
2019,,10,March 7,Daddy YankeefeaturingSnow,"""Sweet but Psycho""",[20],Daddy YankeefeaturingSnow,
2019,,11,March 14,Don Patricio andCruz Cafuné,[21],Lukas Graham,Don Patricio andCruz Cafuné,Lukas Graham
2019,,12,March 21,Don Patricio andCruz Cafuné,,,Don Patricio andCruz Cafuné,
2019,,13,March 28,Don Patricio andCruz Cafuné,"""Sweet but Psycho""",Lukas Graham,Don Patricio andCruz Cafuné,Lukas Graham
2019,,14,April 4,"Rosalía,J BalvinandEl Guincho",[27],Lukas Graham,"Rosalía,J BalvinandEl Guincho",Lukas Graham
2019,,15,April 11,"Rosalía,J BalvinandEl Guincho","""Sweet but Psycho""",[30],"Rosalía,J BalvinandEl Guincho",
2019,,16,April 18,"Rosalía,J BalvinandEl Guincho","""Love Someone""",[32],"Rosalía,J BalvinandEl Guincho",
2019,,17,April 25,"Rosalía,J BalvinandEl Guincho",,,"Rosalía,J BalvinandEl Guincho",
2019,,18,May 2,"Rosalía,J BalvinandEl Guincho",,,"Rosalía,J BalvinandEl Guincho",
2019,,19,May 9,"Rosalía,J BalvinandEl Guincho","""Love Someone""",[38],"Rosalía,J BalvinandEl Guincho",
2019,,20,May 16,"Lunay,Daddy YankeeandBad Bunny","""Love Someone""",Ava Max,"Lunay,Daddy YankeeandBad Bunny",Ava Max
2019,,21,May 23,"Lunay,Daddy YankeeandBad Bunny","""Love Someone""",[42],"Lunay,Daddy YankeeandBad Bunny",
2019,,22,May 30,SechandDarell,[43],Ed SheeranandJustin Bieber,SechandDarell,Ed SheeranandJustin Bieber
2019,,23,June 6,Rosalía,[45],Ed SheeranandJustin Bieber,Rosalía,Ed SheeranandJustin Bieber
2019,,24,June 13,Bad Bunny andTainy,[47],Lukas Graham,Bad Bunny andTainy,Lukas Graham
2019,,25,June 20,Bad Bunny andTainy,"""Mi Persona Favorita""",[50],Bad Bunny andTainy,
2019,,26,June 27,Bad Bunny andTainy,"""Sucker""",[52],Bad Bunny andTainy,
2019,,27,July 4,Bad Bunny andTainy,"""Presiento""",[54],Bad Bunny andTainy,
2019,,28,July 11,Rosalía,"""Presiento""",[56],Rosalía,
2019,,29,July 18,Bad Bunny and Tainy,[57],DvicioandTaburete,Bad Bunny and Tainy,DvicioandTaburete
2019,,30,July 25,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",[59],Ed Sheeran and Justin Bieber,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",Ed Sheeran and Justin Bieber
2019,,31,August 1,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""Qué Bonito Es Querer""",[62],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",
2019,,32,August 8,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""Someone You Loved""",[64],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",
2019,,33,August 15,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""High Hopes""",[66],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",
2019,,34,August 22,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""Presiento""",[68],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",
2019,,35,August 29,Rosalía and Ozuna,[69],Ed Sheeran and Justin Bieber,Rosalía and Ozuna,Ed Sheeran and Justin Bieber
2019,,36,September 5,Rosalía and Ozuna,"""Señorita""",[72],Rosalía and Ozuna,
2019,,37,September 12,Rosalía and Ozuna,,,Rosalía and Ozuna,
2019,,38,September 19,Rosalía and Ozuna,,,Rosalía and Ozuna,
2019,,39,September 26,Rosalía and Ozuna,,,Rosalía and Ozuna,
2019,,40,October 3,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""Señorita""",[80],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",
2019,,41,October 10,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""Señorita""",[82],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",
2019,,42,October 17,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""Señorita""",[84],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",
2019,,43,October 24,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""Señorita""",[86],"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",
2019,,44,October 31,Omar MontesandBad Gyal,"""Señorita""",[88],Omar MontesandBad Gyal,
2019,,45,November 7,Omar MontesandBad Gyal,"""Qué Bonito Es Querer""",[90],Omar MontesandBad Gyal,
2019,,46,November 14,Omar MontesandBad Gyal,,,Omar MontesandBad Gyal,
2019,,47,November 21,Omar MontesandBad Gyal,,,Omar MontesandBad Gyal,
2019,,48,November 28,Omar MontesandBad Gyal,"""Dance Monkey""",[96],Omar MontesandBad Gyal,
2019,,49,December 5,Karol G andNicki Minaj,"""Dance Monkey""",[98],Karol G andNicki Minaj,
2019,,50,December 12,Karol G andNicki Minaj,"""Indios y vaqueros""",[100],Karol G andNicki Minaj,
2019,,51,December 19,Karol G andNicki Minaj,"""A dónde vamos""",[102],Karol G andNicki Minaj,
2019,,52,December 26,Karol G andNicki Minaj,"""Disparos""",[104],Karol G andNicki Minaj,
2020,,Artist(s),Song,Ref.,Song,Ref.,Ref.,Ref.
2020,,1,January 2,Karol GandNicki Minaj,[1],Maroon 5,Karol GandNicki Minaj,Maroon 5
2020,,2,January 9,Karol GandNicki Minaj,"""Si por mí fuera""",[4],Karol GandNicki Minaj,
2020,,3,January 16,Karol GandNicki Minaj,"""Memories""",[6],Karol GandNicki Minaj,
2020,,4,January 23,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
2020,,5,January 30,Karol GandNicki Minaj,"""Tabú""",[10],Karol GandNicki Minaj,
2020,,6,February 6,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
2020,,7,February 13,Karol GandNicki Minaj,,,Karol GandNicki Minaj,
